V1,clickability_test_id,headline,created_at,updated_at,excerpt,lede,slug,eyecatcher_id,significance,first_place,winner,share_text,square,test_week,clicks,impressions,word_count,relative_date,readability_fog,toxicity,severe_toxicity,identity_attack,insult,profanity,sexually_explicit,threat,flirtation,attack_on_author,attack_on_commenter,incoherent,inflammatory,likely_to_reject,obscene,spam,unsubstantial
111,546e107526714c82cc00003d,Imagine A Country Where You Could Be Executed For Watching A RomCom. What If I Told You It Was Real?,2014-11-20T16:22:12.821Z,2016-04-02T16:31:40.789Z,Things that matter. Pass 'em on.,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a """"crime"""" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",imagine-a-country-where-you-could-be-executed-for-watching-a-romcom-what-if-i-told-you-it-was-real-aa2-3d,546df39a84ad380b59000037,0,FALSE,FALSE,"","",201446,58,4595,20,653,8,0.33587718,0.023076924,0.083355546,0.06529768,0.104876526,0.038679544,0.3526302,0.32576075,0.44088674,0.72761667,0.3964472,0.65953803,0.7351291,0.24053666,0.04918521,0.7209859
112,546e107526714c82cc00003d,The Story Of A Young Girl’s Escape From The Horrors Of North Korea,2014-11-20T16:23:01.666Z,2016-04-02T16:31:40.791Z,Things that matter. Pass 'em on.,"<p>At age 21, Yeonmi Park is a brand new activist. She’s also a North Korean and she’s a survivor. Listening to her speak of the horrible things she's lived through is pretty heartbreaking. At 2:00, she describes the punishment of a friend's mother for a """"crime"""" that in the U.S. is just a normal Friday night activity. At 3:00, when she talks about what happened to her mom, I almost lose it. But at 4:40, she talks about some ways to help that I think we should all hear.</p>",the-story-of-a-young-girl-s-escape-from-the-horrors-of-north-korea-aa2-3e,546df39a84ad380b59000037,0,FALSE,FALSE,"","",201446,55,4553,13,653,8.27692307692308,0.09655223,0.003490448,0.059311368,0.024768941,0.025634222,0.018518832,0.011922873,0.31382713,0.065340996,0.09391599,0.59301573,0.26463118,0.7672586,0.022492241,0.040215164,0.85016084
113,546e182426714c1ad900003d,Strangers Ask This Lesbian Questions And Her Raised Eyebrow Game Shames Us All,2014-11-20T16:34:44.884Z,2016-04-02T16:25:54.164Z,Things that matter. Pass 'em on.,<p>I'll be honest. I've wondered about 7.</p>,strangers-ask-this-lesbian-questions-and-her-raised-eyebrow-game-shames-us-all-pg2-7a,546d1b4bfd3617f091000041,100,TRUE,FALSE,"","",201446,132,4069,13,653,8.27692307692308,0.4850187,0.02604016,0.48915586,0.40243408,0.29984993,0.27649683,0.029587816,0.34215698,0.248188,0.05118097,0.5486499,0.6984862,0.77825963,0.54183215,0.04882308,0.72937065
114,546e182426714c1ad900003d,Strangers Ask Her Questions About Lesbians. Her Raised Eyebrow Game Shames Us All.,2014-11-20T16:34:58.036Z,2016-04-02T16:25:54.166Z,Things that matter. Pass 'em on.,<p>I'll be honest. I've wondered about 7.</p>,people-ask-this-lesbian-questions-and-her-raised-eyebrow-skills-shame-us-all-pg2-7b,546d1b4bfd3617f091000041,9.2,FALSE,FALSE,"","",201446,98,4020,13,653,5.67692307692308,0.4269174,0.023076924,0.40351558,0.34032786,0.2376073,0.19697984,0.013476364,0.36270994,0.052069806,0.011724264,0.1838135,0.39088207,0.6375625,0.06046912,0.015019046,0.70566976
115,546e182426714c1ad900003d,Strangers Ask Her Questions About Lesbian. Watch Her Eyebrows. They're Not Ok With It.,2014-11-20T16:35:16.432Z,2016-04-02T16:25:54.169Z,Things that matter. Pass 'em on.,<p>I'll be honest. I've wondered about 7.</p>,people-ask-this-lesbian-crazy-questions-and-her-raised-eyebrow-game-shames-us-all-pg2-7c,546d1b4bfd3617f091000041,94.4,FALSE,FALSE,"","",201446,126,4159,14,653,4.72380952380952,0.38811707,0.021290002,0.39966375,0.24171697,0.25093055,0.32076278,0.016292779,0.23446953,0.05467223,0.013828501,0.15138802,0.49839976,0.7016906,0.25213623,0.028408963,0.74995
120,546e1cbf84ad385a0a000055,"If This Video Existed When I Was A Kid, I Might Be Working For NASA Instead Of Upworthy Right Now",2014-11-20T16:54:23.626Z,2016-04-02T16:31:40.801Z,Things that matter. Pass 'em on.,"<p>At my second grade career day, most of the kids dressed up as teachers, veterinarians, or firefighters, but not me. I grabbed a bike helmet, wrapped it in tin foil, and bang: I was an astronaut. I feel like I would have gotten along well with the girls in this video and I sure wish I'd known this song!</p><p>This one goes out to anyone who thinks girls don't like science…. </p>",if-this-video-existed-when-i-was-a-kid-i-might-be-working-for-nasa-instead-of-upworthy-right-now-aa2-2a,545bc38449823f2121000096,35.7,FALSE,FALSE,"","",201446,14,2950,20,653,14,0.25462922,0.0127685545,0.024600167,0.06921569,0.0741757,0.037037663,0.020782012,0.42085955,0.05125775,0.01399438,0.8879704,0.15101862,0.54302293,0.14162864,0.18790916,0.79885787
124,546e1d4b26714c82cc00004b,10 Fabulous Ways Lucille Ball Was The Complete Opposite Of Her T.V. Character,2014-11-20T16:56:44.041Z,2016-04-02T16:25:54.179Z,Things that matter. Pass 'em on.,<p>Lucy was way ahead of her time in so many ways. </p>,10-fabulous-ways-lucille-ball-was-the-complete-opposite-of-her-t-v-character-dc2-2a,546dfb429ad54e1f7700003a,0.2,FALSE,FALSE,"","",201446,64,4048,13,653,11.8307692307692,0.06381883,0.0022602081,0.008213525,0.020966014,0.026317406,0.034678575,0.0091524795,0.36054245,0.028792132,0.011012691,0.8052715,0.11019816,0.17197147,0.08735315,0.12106452,0.59074295
127,546e1d4b26714c82cc00004b,10 Surprising Things About Lucille Ball That Made Her A Total Bad-Ass,2014-11-20T17:03:44.077Z,2016-04-02T16:25:54.195Z,Things that matter. Pass 'em on.,<p>Lucy was way ahead of her time in so many ways. </p>,10-surprising-things-about-lucille-ball-that-made-her-a-total-bad-ass-dc2-2b,546dfb429ad54e1f7700003a,100,TRUE,FALSE,"","",201446,108,4169,13,653,8.27692307692308,0.7252971,0.16960317,0.056582913,0.46625584,0.6528205,0.6197957,0.029587816,0.5395966,0.37582344,0.27786252,0.21593814,0.5926682,0.98130053,0.98813224,0.052247163,0.38500234
130,546e20f826714c82cc000050,One Town Got Sick Of Corporations Buying Elections. Now They're Fighting Back.,2014-11-20T17:12:34.765Z,2016-04-02T16:25:54.204Z,Things that matter. Pass 'em on.,"<p>""""Good news"""" and """"American politics"""" don't usually belong in the same sentence, but it's tough not to be inspired by what these folks managed to pull off (and what they're planning to do next). </p>",one-town-got-sick-of-corporations-buying-elections-now-theyre-fighting-back-am2-10a,546e225326714c82cc000054,9.8,FALSE,FALSE,"","",201446,34,4029,12,653,9.06666666666667,0.11057663,0.0017929077,0.006770608,0.059061307,0.01627459,0.005101525,0.007314181,0.282429,0.042993605,0.093408234,0.32918632,0.2149028,0.33108738,0.064215794,0.055822466,0.6906893
131,546e20f826714c82cc000050,"It's Rare That I Can Say This, But Something Awesome Just Happened In Florida",2014-11-20T17:12:50.655Z,2016-04-02T16:25:54.208Z,Things that matter. Pass 'em on.,"<p>""""Good news"""" and """"American politics"""" don't usually belong in the same sentence, but it's tough not to be inspired by what these folks managed to pull off (and what they're planning to do next). </p>",its-rare-that-i-can-say-this-but-something-awesome-just-happened-in-florida-am2-10b,546e225326714c82cc000054,12.8,FALSE,FALSE,"","",201446,39,4022,14,653,8.45714285714286,0.037105743,0.0029754639,0.009545447,0.0118069025,0.020510335,0.018636785,0.010032792,0.20102039,0.11794018,0.10667677,0.4760776,0.30101967,0.34042397,0.09224351,0.26070485,0.80098134
132,546e20f826714c82cc000050,Corporations Like To Buy Elections. 1 Town Isn't Buying What They're Selling Anymore.,2014-11-20T17:13:15.013Z,2016-04-02T16:25:54.211Z,Things that matter. Pass 'em on.,"<p>""""Good news"""" and """"American politics"""" don't usually belong in the same sentence, but it's tough not to be inspired by what these folks managed to pull off (and what they're planning to do next). </p>",corporations-like-to-buy-elections-1-town-isnt-buying-what-theyre-selling-anymore-am2-10c,546e225326714c82cc000054,3.4,FALSE,FALSE,"","",201446,31,3993,13,653,11.8307692307692,0.032863233,0.0008773804,0.002830336,0.017356457,0.0113385795,0.004688685,0.0064532873,0.34964988,0.029345658,0.13391215,0.4546524,0.14983504,0.24234875,0.04753602,0.099403486,0.6717819
133,546e20f826714c82cc000050,They Just Passed A Law In Florida That Gives Corporations The Middle Finger And You More Awesome,2014-11-20T17:13:47.607Z,2016-04-02T16:25:54.218Z,Things that matter. Pass 'em on.,"<p>""""Good news"""" and """"American politics"""" don't usually belong in the same sentence, but it's tough not to be inspired by what these folks managed to pull off (and what they're planning to do next). </p>",they-just-passed-a-law-in-florida-that-gives-corporations-the-middle-finger-and-you-more-awesome-am2-10d,546e225326714c82cc000054,100,TRUE,FALSE,"","",201446,50,4113,17,653,11.5058823529412,0.09785384,0.003376007,0.0064006294,0.027347196,0.02932342,0.03750948,0.010265815,0.45115766,0.04317149,0.46917653,0.79502904,0.75058323,0.83282816,0.86875,0.063799314,0.5598342
134,546e20f826714c82cc000050,"If You Hate What Elections Have Become As Much As I Do, This Will Cheer You Up",2014-11-20T17:14:16.222Z,2016-04-02T16:25:54.221Z,Things that matter. Pass 'em on.,"<p>""""Good news"""" and """"American politics"""" don't usually belong in the same sentence, but it's tough not to be inspired by what these folks managed to pull off (and what they're planning to do next). </p>",if-you-hate-what-elections-have-become-as-much-as-i-do-this-will-cheer-you-up-am2-10e,546e225326714c82cc000054,0.1,FALSE,FALSE,"","",201446,23,4116,17,653,9.15294117647059,0.23667802,0.005836487,0.026207991,0.06858205,0.0569429,0.010733845,0.010835429,0.35689774,0.14961833,0.72761667,0.687864,0.5662081,0.7145612,0.17067006,0.12396467,0.7720428
135,546e1d4b26714c82cc00004b,How Lucille Ball's Remarkable Personal Life Was Absolutely Nothing Like Her T.V. Role,2014-11-20T17:15:23.766Z,2016-04-02T16:25:54.224Z,Things that matter. Pass 'em on.,<p>Lucy was way ahead of her time in so many ways. </p>,how-lucille-balls-remarkable-personal-life-was-absolutely-nothing-like-her-t-v-role-dc2-2d,546dfb429ad54e1f7700003a,1.9,FALSE,FALSE,"","",201446,73,4022,13,653,11.8307692307692,0.045625936,0.0015163422,0.0054756827,0.02012808,0.02023706,0.024652457,0.0069516995,0.3380586,0.4592602,0.12981015,0.83466136,0.3416199,0.45181423,0.16753645,0.0780682,0.8009074
136,546e20f826714c82cc000050,A Handful Of Badass Activists Just Outsmarted Election-Buying Corporations. Who's Next?,2014-11-20T17:15:36.955Z,2016-04-02T16:25:54.227Z,Things that matter. Pass 'em on.,"<p>""""Good news"""" and """"American politics"""" don't usually belong in the same sentence, but it's tough not to be inspired by what these folks managed to pull off (and what they're planning to do next). </p>",a-handful-of-badass-activists-just-outsmarted-election-buying-corporations-whos-next-am2-10f,546e225326714c82cc000054,0.1,FALSE,FALSE,"","",201446,23,4040,12,653,15.7333333333333,0.39669925,0.011291504,0.028886627,0.4339631,0.15107171,0.03609403,0.009851551,0.5070297,0.013627323,0.013793616,0.18381001,0.707944,0.9214305,0.9830818,0.011413076,0.40696228
137,546e1d4b26714c82cc00004b,How Lucille Ball's Offscreen Battles Effect Women To This Very Day,2014-11-20T17:16:02.987Z,2016-04-02T16:25:54.231Z,Things that matter. Pass 'em on.,<p>Lucy was way ahead of her time in so many ways. </p>,how-lucille-balls-offscreen-battles-effect-women-to-this-very-day-dc2-2e,546dfb429ad54e1f7700003a,0,FALSE,FALSE,"","",201446,53,4020,11,653,4.4,0.09525062,0.0025367737,0.049989145,0.021997316,0.026590679,0.044156414,0.010680079,0.3908744,0.22781396,0.05992302,0.89032257,0.43961304,0.52837205,0.6149509,0.30209053,0.76784086
138,546e1d4b26714c82cc00004b,"If You Think """"I Love Lucy"""" Was Bad For Women - Take A Closer Look",2014-11-20T17:19:38.937Z,2016-04-02T16:25:54.234Z,Things that matter. Pass 'em on.,<p>Lucy was way ahead of her time in so many ways. </p>,if-you-think-i-love-lucy-was-bad-for-women-take-a-closer-look-dc2-2f,546dfb429ad54e1f7700003a,16.9,FALSE,FALSE,"","",201446,86,4061,14,653,5.6,0.24282593,0.005531311,0.105836816,0.08212569,0.058445938,0.036801755,0.009929225,0.6722858,0.0406807,0.2895002,0.6594432,0.44956723,0.66111386,0.41344464,0.21470253,0.80698746
141,546e387526714cd2dd000064,She Told The Internet To Ask Her Questions About Lesbians And Her Raised-Eyebrow Game Shames Us All,2014-11-20T18:54:31.394Z,2016-04-02T16:31:46.304Z,Things that matter. Pass 'em on.,<p>I'll be honest. I've wondered about 7.</p>,she-told-the-internet-to-ask-her-questions-about-lesbians-and-her-raised-eyebrow-game-shames-us-all-pg2-8e,546d1b4bfd3617f091000041,100,TRUE,FALSE,"","",201446,106,3077,18,653,11.6444444444444,0.3972142,0.023076924,0.37953663,0.28791866,0.2395431,0.2404197,0.026997874,0.39613652,0.045523055,0.017571284,0.46458068,0.42640632,0.7073525,0.04860557,0.034513414,0.7008078
152,546e182426714c1ad900003d,Strangers Ask This Lesbian Questions And I Can't Help But Aspire To Her Raised-Eyebrow Greatness,2014-11-20T17:33:36.039Z,2016-04-02T16:31:50.060Z,Things that matter. Pass 'em on.,<p>I'll be honest. I've wondered about 7.</p>,strangers-ask-this-lesbian-questions-and-i-cant-help-but-aspire-to-her-raised-eyebrow-greatness-pg2-7d,546d1b4bfd3617f091000041,37.3,FALSE,FALSE,"","",201446,113,4110,16,653,8.9,0.36456755,0.023076924,0.37012735,0.16897665,0.26735115,0.34261686,0.03373172,0.41606507,0.26890376,0.045375034,0.5772039,0.6714113,0.649567,0.48073518,0.10953793,0.70740265
155,546e182426714c1ad900003d,People Ask This Gay Lady Questions About Gay Ladies And Her Raised-Eyebrow Game Shames Us All,2014-11-20T17:37:05.913Z,2016-04-02T16:31:46.720Z,Things that matter. Pass 'em on.,<p>I'll be honest. I've wondered about 7.</p>,people-ask-this-gay-lady-questions-about-gay-ladies-and-her-raised-eyebrow-game-shames-us-all-pg2-7e,546d1b4bfd3617f091000041,17.2,FALSE,FALSE,"","",201446,102,3970,17,653,6.8,0.6289369,0.16960317,0.6007182,0.5130944,0.3597395,0.19717775,0.02492592,0.38378286,0.29800025,0.024206903,0.51732254,0.57816005,0.7206309,0.18931454,0.03645912,0.76500255
165,546e2c6326714c82cc000069,"At First I Was Skeptical Of This Woman, But When I Saw What She Does Every Day I Was Thrilled",2014-11-20T18:01:07.371Z,2016-04-02T16:25:54.304Z,#PromotedPost Things that matter. Pass 'em on.,"<p>Meet Amelia. Some might call her a businesswoman (she went to business school after all), or even an entrepreneur. But the real story of what she does goes so much deeper.</p>",at-first-i-was-skeptical-of-this-woman-but-when-i-saw-what-she-does-every-day-i-was-thrilled-mk2-5a,5465292d744884f7fb000034,6.1,FALSE,FALSE,"","",201446,79,3508,20,653,12,0.104795754,0.0035858154,0.025002124,0.029163294,0.03389629,0.02665768,0.00866054,0.41142333,0.47211906,0.016136644,0.7700618,0.16922599,0.32583603,0.09090467,0.23128256,0.7725795
166,546e2c6326714c82cc000069,"At First I Was Skeptical, But When I Saw What This Woman Does Every Day I Was Thrilled",2014-11-20T18:14:27.130Z,2016-04-02T16:25:54.307Z,#PromotedPost Things that matter. Pass 'em on.,"<p>Meet Amelia. Some might call her a businesswoman (she went to business school after all), or even an entrepreneur. But the real story of what she does goes so much deeper.</p>",at-first-i-was-skeptical-but-when-i-saw-what-this-woman-does-every-day-i-was-thrilled-mk2-5d,5465292d744884f7fb000034,1,FALSE,FALSE,"","",201446,71,3486,18,653,11.6444444444444,0.06896287,0.0033187866,0.015053716,0.021610579,0.032894265,0.034442667,0.00866054,0.3403957,0.3360128,0.016431132,0.77053976,0.12314706,0.29337424,0.1198635,0.3276066,0.81381446
173,546e2c6326714c82cc000069,I Didn't Think This Woman's Plan Could Work. But Then I Saw What She Does Every Day.,2014-11-20T18:31:51.834Z,2016-04-02T16:31:49.372Z,#PromotedPost Things that matter. Pass 'em on.,"<p>Meet Amelia. Some might call her a businesswoman (she went to business school after all), or even an entrepreneur. But the real story of what she does goes so much deeper.</p>",i-didnt-think-this-womans-plan-could-work-but-then-i-saw-what-she-does-every-day-mk2-5e,5465292d744884f7fb000034,0,FALSE,FALSE,"","",201446,60,3538,17,653,5.75294117647059,0.051068526,0.001783371,0.01139534,0.021868404,0.017162729,0.014567361,0.0067963502,0.5917386,0.5879372,0.092329614,0.5009403,0.37706065,0.34721518,0.07261419,0.060412075,0.71365196
180,546e2c6326714c82cc000069,At First I Doubted This Woman's Plan. But Then I Saw What She Actually Does Every Day.,2014-11-20T18:44:09.081Z,2016-04-02T16:31:49.493Z,#PromotedPost Things that matter. Pass 'em on.,"<p>Meet Amelia. Some might call her a businesswoman (she went to business school after all), or even an entrepreneur. But the real story of what she does goes so much deeper.</p>",at-first-i-doubted-this-womans-plan-but-then-i-saw-what-she-actually-does-every-day-mk2-5f,5465292d744884f7fb000034,0,FALSE,FALSE,"","",201446,51,3571,17,653,8.10588235294118,0.07608539,0.0020885468,0.014551271,0.028061481,0.018802373,0.016395653,0.006757513,0.4537839,0.6288806,0.07900459,0.42091963,0.5883378,0.5279933,0.18563236,0.043711208,0.77812016
